classification_note_id,food_group,classification_note,item
classification_note_0355,Seafood,Species in category Demersal Marine Fish outside top 100,Widow rockfish
classification_note_0356,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted wolffish
classification_note_0357,Seafood,Species in category Demersal Marine Fish outside top 100,Southern red snapper
classification_note_0358,Seafood,Species in category Demersal Marine Fish outside top 100,Eagle rays nei
classification_note_0359,Seafood,Species in category Demersal Marine Fish outside top 100,Silver warehou
classification_note_0360,Seafood,Species in category Demersal Marine Fish outside top 100,Surmullets(=Red mullets) nei
classification_note_0361,Seafood,Species in category Demersal Marine Fish outside top 100,Brazilian flathead
classification_note_0362,Seafood,Species in category Demersal Marine Fish outside top 100,Surgeonfishes nei
classification_note_0363,Seafood,Species in category Demersal Marine Fish outside top 100,Senegalese hake
classification_note_0364,Seafood,Species in category Demersal Marine Fish outside top 100,Argentine
classification_note_0365,Seafood,Species in category Demersal Marine Fish outside top 100,Japanese sandfish
classification_note_0366,Seafood,Species in category Demersal Marine Fish outside top 100,Bastard halibuts nei
classification_note_0367,Seafood,Species in category Demersal Marine Fish outside top 100,Winter skate
classification_note_0368,Seafood,Species in category Demersal Marine Fish outside top 100,Indian threadfin
classification_note_0369,Seafood,Species in category Demersal Marine Fish outside top 100,Pollack
classification_note_0370,Seafood,Species in category Demersal Marine Fish outside top 100,"Conger eels, etc. nei"
classification_note_0371,Seafood,Species in category Demersal Marine Fish outside top 100,Silky shark
classification_note_0372,Seafood,Species in category Demersal Marine Fish outside top 100,Northern red snapper
classification_note_0373,Seafood,Species in category Demersal Marine Fish outside top 100,Yellowtail flounder
classification_note_0374,Seafood,Species in category Demersal Marine Fish outside top 100,Oreo dories nei
classification_note_0375,Seafood,Species in category Demersal Marine Fish outside top 100,Devil anglerfish
classification_note_0376,Seafood,Species in category Demersal Marine Fish outside top 100,Mojarras(=Silver-biddies) nei
classification_note_0377,Seafood,Species in category Demersal Marine Fish outside top 100,Witch flounder
classification_note_0378,Seafood,Species in category Demersal Marine Fish outside top 100,African sicklefish
classification_note_0379,Seafood,Species in category Demersal Marine Fish outside top 100,Lemon sole
classification_note_0380,Seafood,Species in category Demersal Marine Fish outside top 100,Small-spotted catshark
classification_note_0381,Seafood,Species in category Demersal Marine Fish outside top 100,Common dab
classification_note_0382,Seafood,Species in category Demersal Marine Fish outside top 100,Dentex nei
classification_note_0383,Seafood,Species in category Demersal Marine Fish outside top 100,Silver scabbardfish
classification_note_0384,Seafood,Species in category Demersal Marine Fish outside top 100,Leopard coralgrouper
classification_note_0385,Seafood,Species in category Demersal Marine Fish outside top 100,Humpback grouper
classification_note_0386,Seafood,Species in category Demersal Marine Fish outside top 100,Thornback ray
classification_note_0387,Seafood,Species in category Demersal Marine Fish outside top 100,Guinean striped mojarra
classification_note_0388,Seafood,Species in category Demersal Marine Fish outside top 100,Black scabbardfish
classification_note_0389,Seafood,Species in category Demersal Marine Fish outside top 100,Smooth-hound
classification_note_0390,Seafood,Species in category Demersal Marine Fish outside top 100,Peruvian weakfish
classification_note_0391,Seafood,Species in category Demersal Marine Fish outside top 100,Blackbelly rosefish
classification_note_0392,Seafood,Species in category Demersal Marine Fish outside top 100,Japanese threadfin bream
classification_note_0393,Seafood,Species in category Demersal Marine Fish outside top 100,Milk shark
classification_note_0394,Seafood,Species in category Demersal Marine Fish outside top 100,Rubberlip grunt
classification_note_0395,Seafood,Species in category Demersal Marine Fish outside top 100,Smooth-hounds nei
classification_note_0396,Seafood,Species in category Demersal Marine Fish outside top 100,Salema
classification_note_0397,Seafood,Species in category Demersal Marine Fish outside top 100,Amer. plaice(=Long rough dab)
classification_note_0398,Seafood,Species in category Demersal Marine Fish outside top 100,Black seabream
classification_note_0399,Seafood,Species in category Demersal Marine Fish outside top 100,Scup
classification_note_0400,Seafood,Species in category Demersal Marine Fish outside top 100,Striped weakfish
classification_note_0401,Seafood,Species in category Demersal Marine Fish outside top 100,White mullet
classification_note_0402,Seafood,Species in category Demersal Marine Fish outside top 100,Brazilian codling
classification_note_0403,Seafood,Species in category Demersal Marine Fish outside top 100,Thresher sharks nei
classification_note_0404,Seafood,Species in category Demersal Marine Fish outside top 100,Bluefin gurnard
classification_note_0405,Seafood,Species in category Demersal Marine Fish outside top 100,Hakes nei
classification_note_0406,Seafood,Species in category Demersal Marine Fish outside top 100,Dover sole
classification_note_0407,Seafood,Species in category Demersal Marine Fish outside top 100,Red seabream
classification_note_0408,Seafood,Species in category Demersal Marine Fish outside top 100,Parrotfishes nei
classification_note_0409,Seafood,Species in category Demersal Marine Fish outside top 100,Terapon perches nei
classification_note_0410,Seafood,Species in category Demersal Marine Fish outside top 100,Kingklip
classification_note_0411,Seafood,Species in category Demersal Marine Fish outside top 100,Acadian redfish
classification_note_0412,Seafood,Species in category Demersal Marine Fish outside top 100,Greater argentine
classification_note_0413,Seafood,Species in category Demersal Marine Fish outside top 100,Atlantic searobins
classification_note_0414,Seafood,Species in category Demersal Marine Fish outside top 100,Morwongs
classification_note_0415,Seafood,Species in category Demersal Marine Fish outside top 100,Raja rays nei
classification_note_0416,Seafood,Species in category Demersal Marine Fish outside top 100,Tub gurnard
classification_note_0417,Seafood,Species in category Demersal Marine Fish outside top 100,Pargo breams nei
classification_note_0418,Seafood,Species in category Demersal Marine Fish outside top 100,Dogfish sharks nei
classification_note_0419,Seafood,Species in category Demersal Marine Fish outside top 100,Southern stingray
classification_note_0420,Seafood,Species in category Demersal Marine Fish outside top 100,West African ladyfish
classification_note_0421,Seafood,Species in category Demersal Marine Fish outside top 100,Bartail flathead
classification_note_0422,Seafood,Species in category Demersal Marine Fish outside top 100,Cassava croaker
classification_note_0423,Seafood,Species in category Demersal Marine Fish outside top 100,Spotted sicklefish
classification_note_0424,Seafood,Species in category Demersal Marine Fish outside top 100,Eeltail catfishes
classification_note_0425,Seafood,Species in category Demersal Marine Fish outside top 100,Blue ling
classification_note_0426,Seafood,Species in category Demersal Marine Fish outside top 100,"Tiger-dragon grouper, hybrid"
classification_note_0427,Seafood,Species in category Demersal Marine Fish outside top 100,Silver grunt
classification_note_0428,Seafood,Species in category Demersal Marine Fish outside top 100,Pacific cornetfish
classification_note_0429,Seafood,Species in category Demersal Marine Fish outside top 100,Red gurnard
classification_note_0430,Seafood,Species in category Demersal Marine Fish outside top 100,Donkey croaker
classification_note_0431,Seafood,Species in category Demersal Marine Fish outside top 100,Punctuated snake-eel
classification_note_0432,Seafood,Species in category Demersal Marine Fish outside top 100,Sargo breams nei
classification_note_0433,Seafood,Species in category Demersal Marine Fish outside top 100,Australian salmon
classification_note_0434,Seafood,Species in category Demersal Marine Fish outside top 100,Antarctic toothfish
classification_note_0435,Seafood,Species in category Demersal Marine Fish outside top 100,"Mojarras, etc. nei"
classification_note_0436,Seafood,Species in category Demersal Marine Fish outside top 100,White seabream
classification_note_0437,Seafood,Species in category Demersal Marine Fish outside top 100,Little skate
classification_note_0438,Seafood,Species in category Demersal Marine Fish outside top 100,Haffara seabream
classification_note_0439,Seafood,Species in category Demersal Marine Fish outside top 100,Abu mullet
classification_note_0440,Seafood,Species in category Demersal Marine Fish outside top 100,Rays and skates nei
